id_student,code_module,code_presentation,avg_clicks,total_clicks,active_weeks,days_diff,score,is_submitted,is_late,is_high_activity,risk_label,final_result,highest_education,disability,gender,age_band,region
54882,FFF,2013J,17.333333333333332,52,3,0.0,82.0,1,0,0,1,Fail,Lower Than A Level,N,M,0-35,Scotland
55013,FFF,2013J,45.5,182,4,-1.0,72.0,1,0,0,1,Fail,A Level or Equivalent,N,M,0-35,North Region
55026,BBB,2013J,27.5,110,4,-1.0,59.0,1,0,0,0,Pass,A Level or Equivalent,Y,F,35-55,London Region
55104,AAA,2014J,82.0,246,3,-3.0,75.0,1,0,0,0,Pass,A Level or Equivalent,N,F,0-35,West Midlands Region
55242,DDD,2013B,6.0,6,1,,,0,0,0,1,Fail,Lower Than A Level,N,F,0-35,North Western Region
55419,FFF,2013J,84.33333333333333,253,3,-2.0,70.0,1,0,0,1,Withdrawn,A Level or Equivalent,N,M,0-35,South Region
55450,FFF,2013B,81.0,243,3,-1.0,88.0,1,0,0,1,Fail,A Level or Equivalent,N,M,35-55,South East Region
55968,BBB,2014B,62.75,251,4,-2.0,62.0,1,0,0,1,Fail,Lower Than A Level,N,F,0-35,Wales
56340,BBB,2013J,4.0,4,1,,,0,0,0,1,Fail,Lower Than A Level,N,F,0-35,South Region
56637,FFF,2014J,264.75,1059,4,-2.0,86.0,1,0,1,0,Distinction,Lower Than A Level,Y,M,0-35,East Midlands Region
56667,FFF,2014J,27.0,54,2,-1.0,76.0,1,0,0,1,Fail,Lower Than A Level,N,M,35-55,Yorkshire Region
56789,BBB,2013J,14.666666666666666,44,3,-4.0,85.0,1,0,0,0,Pass,A Level or Equivalent,N,F,35-55,South East Region
57079,BBB,2013J,30.666666666666668,92,3,0.0,74.0,1,0,0,1,Fail,Lower Than A Level,N,F,35-55,London Region
57227,DDD,2013J,46.5,186,4,0.0,86.0,1,0,0,0,Pass,Lower Than A Level,N,F,0-35,North Western Region
57285,BBB,2014J,8.0,16,2,-1.0,1.0,1,0,0,0,Pass,A Level or Equivalent,N,F,0-35,London Region
57340,CCC,2014B,29.666666666666668,89,3,2.0,60.0,1,1,0,0,Pass,A Level or Equivalent,N,F,0-35,East Anglian Region
57359,DDD,2013B,34.0,34,1,,,0,0,0,1,Withdrawn,HE Qualification,N,M,35-55,East Midlands Region
57506,AAA,2013J,90.75,363,4,-1.0,68.0,1,0,0,0,Pass,Lower Than A Level,N,M,35-55,South Region
57818,DDD,2013J,146.75,587,4,-3.0,94.0,1,0,0,0,Pass,A Level or Equivalent,N,M,35-55,Wales
57844,FFF,2013J,15.333333333333334,46,3,-1.0,80.0,1,0,0,0,Pass,A Level or Equivalent,N,M,0-35,South West Region
58071,AAA,2014J,145.0,580,4,0.0,87.0,1,0,1,0,Pass,HE Qualification,N,M,55<=,East Anglian Region
58077,FFF,2013J,15.0,30,2,,,0,0,0,1,Fail,Lower Than A Level,N,M,0-35,North Region
58089,BBB,2013B,39.5,79,2,-1.0,75.0,1,0,0,1,Fail,A Level or Equivalent,N,F,0-35,West Midlands Region
58316,AAA,2014J,100.5,402,4,-1.0,78.0,1,0,0,0,Pass,A Level or Equivalent,N,F,0-35,Wales
58549,FFF,2013B,101.75,407,4,-3.0,94.0,1,0,0,0,Distinction,A Level or Equivalent,N,M,0-35,North Region
58617,DDD,2014B,75.66666666666667,227,3,0.0,58.0,1,0,0,1,Fail,A Level or Equivalent,N,M,0-35,East Midlands Region
58640,FFF,2013J,54.75,219,4,-1.0,78.0,1,0,0,0,Pass,A Level or Equivalent,Y,M,0-35,Scotland
58653,BBB,2014J,9.333333333333334,28,3,-1.0,1.0,1,0,0,0,Pass,Lower Than A Level,N,F,35-55,North Western Region
58873,AAA,2013J,78.5,314,4,0.0,73.0,1,0,0,0,Pass,A Level or Equivalent,N,F,0-35,East Anglian Region
58884,FFF,2014J,211.25,845,4,-1.0,92.0,1,0,1,0,Distinction,A Level or Equivalent,Y,M,35-55,South Region
59185,AAA,2013J,92.75,371,4,-1.0,67.0,1,0,0,0,Pass,Lower Than A Level,N,M,35-55,East Anglian Region
59272,BBB,2014J,45.75,183,4,,,0,0,0,0,Pass,Lower Than A Level,N,F,0-35,South East Region
59275,DDD,2013J,35.0,140,4,0.0,54.0,1,0,0,1,Fail,HE Qualification,N,M,0-35,Scotland
59370,DDD,2013J,77.75,311,4,-1.0,82.0,1,0,0,0,Pass,A Level or Equivalent,N,M,35-55,Ireland
59541,CCC,2014B,110.25,441,4,2.0,40.0,1,1,1,1,Withdrawn,A Level or Equivalent,Y,M,0-35,East Anglian Region
59725,BBB,2014B,40.75,163,4,-3.0,87.0,1,0,0,0,Distinction,HE Qualification,N,F,35-55,Wales
60135,DDD,2013B,310.25,1241,4,2.0,57.0,1,1,1,0,Pass,A Level or Equivalent,N,F,0-35,West Midlands Region
60162,GGG,2014J,28.333333333333332,85,3,,,0,0,0,0,Pass,A Level or Equivalent,N,F,35-55,London Region
60405,GGG,2013J,19.5,78,4,,,0,0,0,0,Distinction,A Level or Equivalent,N,F,35-55,Yorkshire Region
60416,BBB,2014B,101.5,406,4,-5.0,50.0,1,0,0,0,Pass,Lower Than A Level,N,F,0-35,East Anglian Region
60519,FFF,2013B,331.5,1326,4,-2.0,72.0,1,0,1,1,Withdrawn,A Level or Equivalent,N,F,35-55,London Region
60809,CCC,2014J,35.5,142,4,3.0,100.0,1,1,0,0,Pass,Lower Than A Level,N,M,0-35,South East Region
60809,EEE,2014J,52.25,209,4,,,0,0,0,0,Pass,Lower Than A Level,N,M,0-35,South East Region
60830,BBB,2014B,59.0,236,4,-3.0,73.0,1,0,0,0,Pass,HE Qualification,N,F,0-35,South Region
61227,CCC,2014J,143.75,575,4,3.0,78.0,1,1,1,0,Pass,Lower Than A Level,Y,F,0-35,East Anglian Region
61236,CCC,2014J,77.0,308,4,3.0,56.0,1,1,0,1,Withdrawn,HE Qualification,N,M,35-55,South West Region
61352,BBB,2014J,26.75,107,4,-22.0,100.0,1,0,0,1,Withdrawn,A Level or Equivalent,N,F,0-35,Yorkshire Region
61911,DDD,2014B,31.75,127,4,-1.0,84.0,1,0,0,1,Fail,Lower Than A Level,N,M,0-35,Wales
62034,EEE,2014J,96.5,386,4,,,0,0,0,0,Pass,Lower Than A Level,N,M,0-35,West Midlands Region
62155,AAA,2013J,96.0,384,4,-2.0,73.0,1,0,0,0,Pass,HE Qualification,N,F,0-35,North Western Region
62278,CCC,2014B,71.0,284,4,2.0,50.0,1,1,0,1,Fail,A Level or Equivalent,N,M,0-35,West Midlands Region
62487,AAA,2014J,38.25,153,4,0.0,78.0,1,0,0,0,Pass,A Level or Equivalent,N,F,0-35,East Midlands Region
62631,BBB,2013B,44.25,177,4,-1.0,75.0,1,0,0,1,Fail,A Level or Equivalent,N,F,0-35,North Western Region
62975,GGG,2013J,25.333333333333332,76,3,,,0,0,0,1,Fail,Lower Than A Level,N,M,35-55,South Region
63015,DDD,2014J,36.0,144,4,-4.0,75.0,1,0,0,1,Fail,Lower Than A Level,N,F,35-55,East Anglian Region
63044,BBB,2013J,15.75,63,4,0.0,65.0,1,0,0,1,Fail,Lower Than A Level,N,F,0-35,London Region
63112,EEE,2013J,163.0,652,4,,,0,0,1,0,Pass,Lower Than A Level,N,M,35-55,South East Region
63112,FFF,2014J,42.0,126,3,-1.0,64.0,1,0,0,1,Withdrawn,Lower Than A Level,N,M,35-55,South East Region
63165,AAA,2014J,57.5,230,4,-1.0,50.0,1,0,0,0,Pass,A Level or Equivalent,N,M,35-55,South East Region
63295,FFF,2013J,74.5,298,4,-1.0,76.0,1,0,0,0,Pass,HE Qualification,N,M,35-55,South Region
63371,CCC,2014J,121.5,486,4,3.0,67.0,1,1,0,0,Pass,Lower Than A Level,N,M,0-35,Ireland
63400,AAA,2013J,117.0,468,4,0.0,83.0,1,0,0,0,Pass,Lower Than A Level,N,M,35-55,Scotland
63467,BBB,2014J,39.0,39,1,-3.0,1.0,1,0,0,0,Pass,A Level or Equivalent,N,F,35-55,North Western Region
63566,DDD,2013J,60.0,180,3,-3.0,67.0,1,0,0,1,Fail,HE Qualification,N,M,55<=,South East Region
63721,BBB,2014B,28.666666666666668,86,3,-3.0,86.0,1,0,0,0,Distinction,Lower Than A Level,Y,F,0-35,South East Region
63827,DDD,2014J,10.333333333333334,31,3,0.0,85.0,1,0,0,1,Withdrawn,Lower Than A Level,N,M,0-35,South West Region
63856,DDD,2013J,23.75,95,4,0.0,75.0,1,0,0,0,Pass,A Level or Equivalent,N,M,35-55,Scotland
63949,GGG,2014J,39.5,79,2,,,0,0,0,0,Pass,Lower Than A Level,N,F,0-35,Ireland
63958,FFF,2014B,14.333333333333334,43,3,,,0,0,0,1,Fail,Lower Than A Level,N,M,0-35,South Region
64275,BBB,2014B,27.666666666666668,83,3,-1.0,75.0,1,0,0,0,Pass,Lower Than A Level,Y,F,0-35,West Midlands Region
64296,CCC,2014B,91.0,182,2,2.0,60.0,1,1,0,1,Fail,HE Qualification,N,M,0-35,Scotland
64296,EEE,2014B,54.0,162,3,,,0,0,0,1,Fail,HE Qualification,N,M,0-35,Scotland
64388,FFF,2013J,374.75,1499,4,-4.0,78.0,1,0,1,1,Fail,Lower Than A Level,N,M,0-35,East Midlands Region
64427,FFF,2014J,133.25,533,4,-3.0,74.0,1,0,0,0,Distinction,A Level or Equivalent,N,M,0-35,London Region
64450,DDD,2014B,206.0,824,4,0.0,21.0,1,0,1,0,Pass,Lower Than A Level,N,M,0-35,West Midlands Region
64767,DDD,2014B,11.5,23,2,0.0,78.0,1,0,0,1,Withdrawn,A Level or Equivalent,N,M,35-55,East Anglian Region
64901,GGG,2014B,35.0,140,4,,,0,0,0,0,Pass,Lower Than A Level,N,M,35-55,London Region
65002,AAA,2013J,30.333333333333332,91,3,-2.0,66.0,1,0,0,1,Withdrawn,A Level or Equivalent,N,F,0-35,East Anglian Region
65002,AAA,2014J,3.0,3,1,-20.0,66.0,1,0,0,1,Fail,A Level or Equivalent,N,F,0-35,East Anglian Region
65656,FFF,2013B,25.25,101,4,0.0,80.0,1,0,0,0,Pass,A Level or Equivalent,N,M,35-55,West Midlands Region
66047,DDD,2013J,13.0,39,3,-9.0,43.0,1,0,0,1,Withdrawn,HE Qualification,Y,F,0-35,North Western Region
66254,CCC,2014B,150.5,602,4,2.0,50.0,1,1,1,1,Fail,A Level or Equivalent,N,F,0-35,Ireland
66451,FFF,2013J,49.0,147,3,-2.0,82.0,1,0,0,0,Pass,A Level or Equivalent,N,M,0-35,Scotland
66577,DDD,2013J,29.666666666666668,89,3,-26.0,85.0,1,0,0,1,Fail,HE Qualification,N,F,0-35,North Western Region
66579,DDD,2013B,74.75,299,4,2.0,73.0,1,1,0,1,Fail,Lower Than A Level,N,M,35-55,South Region
66713,EEE,2013J,89.75,359,4,,,0,0,0,0,Pass,A Level or Equivalent,N,M,0-35,South Region
66892,FFF,2014J,27.0,81,3,8.0,66.0,1,1,0,1,Withdrawn,A Level or Equivalent,N,M,0-35,London Region
67471,DDD,2013J,36.25,145,4,-7.0,69.0,1,0,0,0,Pass,Lower Than A Level,N,F,0-35,London Region
67505,DDD,2013J,87.5,350,4,0.0,53.0,1,0,0,1,Fail,A Level or Equivalent,N,F,35-55,North Region
67539,EEE,2014J,66.5,266,4,,,0,0,0,0,Pass,Lower Than A Level,N,M,0-35,Ireland
67602,DDD,2013B,35.5,142,4,2.0,43.0,1,1,0,0,Pass,Lower Than A Level,N,M,0-35,Ireland
67685,EEE,2014J,120.25,481,4,,,0,0,0,0,Pass,A Level or Equivalent,N,M,0-35,South Region
67781,DDD,2014B,43.0,172,4,0.0,65.0,1,0,0,0,Distinction,A Level or Equivalent,N,F,0-35,South Region
67785,DDD,2013B,64.25,257,4,2.0,67.0,1,1,0,0,Pass,Lower Than A Level,Y,F,0-35,London Region
67986,FFF,2014B,80.25,321,4,-1.0,72.0,1,0,0,1,Withdrawn,Lower Than A Level,N,F,0-35,Scotland
68011,DDD,2013J,24.75,99,4,-1.0,76.0,1,0,0,1,Withdrawn,A Level or Equivalent,N,M,0-35,London Region
68107,FFF,2013J,49.75,199,4,0.0,86.0,1,0,0,0,Pass,A Level or Equivalent,Y,F,0-35,London Region
68208,FFF,2013B,397.25,1589,4,0.0,74.0,1,0,1,1,Fail,HE Qualification,N,M,35-55,Scotland
68376,DDD,2013J,73.66666666666667,221,3,-2.0,86.0,1,0,0,0,Pass,HE Qualification,N,M,0-35,Yorkshire Region
68417,DDD,2014J,58.25,233,4,-5.0,90.0,1,0,0,0,Pass,Lower Than A Level,N,M,0-35,Scotland
68556,BBB,2013J,12.666666666666666,38,3,-3.0,75.0,1,0,0,1,Fail,HE Qualification,N,F,0-35,South East Region
69346,FFF,2013J,283.75,1135,4,-1.0,76.0,1,0,1,1,Withdrawn,A Level or Equivalent,N,M,0-35,London Region
69439,FFF,2014J,76.33333333333333,229,3,-1.0,56.0,1,0,0,1,Withdrawn,Lower Than A Level,N,M,0-35,East Midlands Region
69489,DDD,2013J,16.75,67,4,,,0,0,0,1,Withdrawn,Lower Than A Level,N,M,0-35,South West Region
69489,DDD,2014B,27.666666666666668,83,3,,,0,0,0,1,Fail,Lower Than A Level,N,M,0-35,South West Region
69491,DDD,2013B,9.0,27,3,2.0,60.0,1,1,0,0,Pass,Lower Than A Level,N,F,0-35,East Anglian Region
69494,CCC,2014B,102.0,306,3,2.0,0.0,1,1,0,1,Withdrawn,No Formal quals,N,F,0-35,Yorkshire Region
69494,CCC,2014J,77.75,311,4,3.0,0.0,1,1,0,1,Withdrawn,No Formal quals,N,F,0-35,Yorkshire Region
69703,CCC,2014B,36.333333333333336,109,3,2.0,80.0,1,1,0,0,Pass,Lower Than A Level,N,M,0-35,Yorkshire Region
70011,AAA,2014J,175.75,703,4,0.0,74.0,1,0,0,0,Pass,HE Qualification,N,F,0-35,Scotland
70214,CCC,2014J,53.0,159,3,3.0,33.0,1,1,0,1,Withdrawn,Lower Than A Level,N,M,0-35,Wales
70214,EEE,2013J,167.5,670,4,,,0,0,1,0,Pass,Lower Than A Level,N,M,0-35,Wales
70381,CCC,2014B,32.333333333333336,97,3,2.0,40.0,1,1,0,0,Pass,HE Qualification,N,M,35-55,Scotland
70464,AAA,2013J,77.5,310,4,0.0,59.0,1,0,0,0,Pass,A Level or Equivalent,N,F,35-55,West Midlands Region
70495,CCC,2014J,64.75,259,4,3.0,78.0,1,1,0,0,Pass,Lower Than A Level,N,M,0-35,Scotland
70495,FFF,2013J,233.5,934,4,-4.0,80.0,1,0,1,0,Distinction,Lower Than A Level,N,M,0-35,Scotland
70537,EEE,2014B,120.0,480,4,,,0,0,1,0,Pass,Lower Than A Level,N,M,35-55,London Region
70569,BBB,2014J,12.0,24,2,-17.0,1.0,1,0,0,0,Pass,Lower Than A Level,N,F,0-35,Wales
70608,BBB,2013B,17.666666666666668,53,3,-1.0,81.0,1,0,0,0,Distinction,HE Qualification,N,F,35-55,South East Region
70750,BBB,2014J,9.666666666666666,29,3,,,0,0,0,1,Withdrawn,Lower Than A Level,N,F,0-35,London Region
70771,CCC,2014B,58.333333333333336,175,3,2.0,50.0,1,1,0,1,Withdrawn,HE Qualification,N,M,0-35,Scotland
70827,EEE,2014J,42.0,126,3,,,0,0,0,1,Withdrawn,HE Qualification,N,M,0-35,East Midlands Region
71159,FFF,2014J,117.5,470,4,0.0,76.0,1,0,0,0,Pass,Lower Than A Level,N,M,35-55,North Region
71209,DDD,2013J,13.5,54,4,-5.0,67.0,1,0,0,0,Pass,Lower Than A Level,N,M,35-55,South East Region
71252,FFF,2013J,33.25,133,4,-1.0,90.0,1,0,0,0,Pass,Lower Than A Level,Y,M,0-35,North Western Region
71361,AAA,2013J,198.5,794,4,0.0,82.0,1,0,1,0,Pass,HE Qualification,N,M,35-55,Ireland
71433,BBB,2013B,15.333333333333334,46,3,,,0,0,0,1,Fail,A Level or Equivalent,N,F,0-35,North Western Region
71504,BBB,2014J,31.5,126,4,-10.0,100.0,1,0,0,0,Pass,A Level or Equivalent,N,F,35-55,East Anglian Region
71578,FFF,2013B,28.0,112,4,-1.0,94.0,1,0,0,0,Pass,A Level or Equivalent,N,M,0-35,South Region
71676,DDD,2014J,31.25,125,4,-1.0,70.0,1,0,0,0,Pass,Lower Than A Level,N,F,0-35,East Midlands Region
71723,CCC,2014J,33.666666666666664,101,3,3.0,56.0,1,1,0,1,Fail,A Level or Equivalent,N,M,0-35,North Western Region
71723,DDD,2014B,50.333333333333336,151,3,0.0,77.0,1,0,0,1,Fail,A Level or Equivalent,N,M,0-35,North Western Region
71897,FFF,2013J,27.5,110,4,,,0,0,0,1,Withdrawn,A Level or Equivalent,N,M,0-35,South East Region
72114,FFF,2014B,99.0,396,4,0.0,76.0,1,0,0,0,Pass,A Level or Equivalent,Y,M,0-35,North Region
72349,BBB,2014J,20.25,81,4,,,0,0,0,1,Withdrawn,A Level or Equivalent,N,F,0-35,Scotland
72400,BBB,2014B,18.0,54,3,-2.0,75.0,1,0,0,0,Distinction,A Level or Equivalent,Y,F,0-35,East Anglian Region
72609,CCC,2014J,268.5,1074,4,3.0,67.0,1,1,1,1,Fail,Lower Than A Level,N,F,35-55,Wales
72693,FFF,2013B,20.333333333333332,61,3,-3.0,78.0,1,0,0,0,Pass,Lower Than A Level,Y,F,0-35,Yorkshire Region
72864,FFF,2013J,79.33333333333333,238,3,-2.0,96.0,1,0,0,0,Pass,Lower Than A Level,N,F,35-55,Yorkshire Region
73019,DDD,2014J,40.0,120,3,0.0,60.0,1,0,0,1,Fail,HE Qualification,N,M,0-35,Scotland
73489,BBB,2013J,87.25,349,4,-3.0,63.0,1,0,0,0,Pass,HE Qualification,N,F,0-35,South Region
73584,BBB,2014J,23.333333333333332,70,3,-15.0,1.0,1,0,0,1,Withdrawn,Lower Than A Level,N,F,0-35,South West Region
73664,CCC,2014J,10.5,21,2,,,0,0,0,1,Withdrawn,A Level or Equivalent,N,M,0-35,North Western Region
73664,DDD,2014J,11.333333333333334,34,3,5.0,40.0,1,1,0,1,Fail,A Level or Equivalent,N,M,0-35,North Western Region
73874,BBB,2014J,78.25,313,4,0.0,100.0,1,0,0,1,Withdrawn,Lower Than A Level,N,F,35-55,Wales
74113,FFF,2013B,21.5,43,2,-1.0,70.0,1,0,0,1,Fail,A Level or Equivalent,N,M,0-35,Yorkshire Region
74165,FFF,2014J,118.25,473,4,-1.0,90.0,1,0,1,0,Pass,A Level or Equivalent,N,M,0-35,West Midlands Region
74290,CCC,2014B,49.75,199,4,2.0,10.0,1,1,0,1,Withdrawn,Lower Than A Level,N,M,0-35,Scotland
74290,CCC,2014J,9.333333333333334,28,3,-19.0,10.0,1,0,0,1,Withdrawn,Lower Than A Level,N,M,0-35,Scotland
74372,AAA,2013J,14.0,28,2,3.0,60.0,1,1,0,1,Fail,A Level or Equivalent,N,M,35-55,East Anglian Region
74502,DDD,2013J,75.0,300,4,-16.0,68.0,1,0,0,0,Pass,Lower Than A Level,N,F,0-35,Wales
74521,FFF,2014B,45.333333333333336,136,3,-1.0,56.0,1,0,0,0,Pass,HE Qualification,N,M,35-55,North Region
74524,FFF,2014B,15.0,15,1,15.0,86.0,1,1,0,1,Fail,Lower Than A Level,Y,F,35-55,East Midlands Region
74585,BBB,2013J,169.25,677,4,-2.0,81.0,1,0,1,0,Distinction,A Level or Equivalent,N,F,35-55,Wales
74695,BBB,2013B,199.5,798,4,-1.0,90.0,1,0,1,0,Distinction,Lower Than A Level,N,F,0-35,North Region
74734,BBB,2013B,26.0,78,3,-1.0,78.0,1,0,0,0,Pass,Lower Than A Level,N,F,0-35,North Western Region
75091,AAA,2013J,121.25,485,4,-1.0,67.0,1,0,0,0,Pass,A Level or Equivalent,N,M,35-55,South West Region
75107,FFF,2014J,244.25,977,4,-4.0,84.0,1,0,1,0,Distinction,Lower Than A Level,N,M,35-55,North Region
75255,AAA,2014J,62.5,250,4,0.0,76.0,1,0,0,0,Pass,A Level or Equivalent,N,M,0-35,North Western Region
75399,BBB,2013B,19.333333333333332,58,3,0.0,65.0,1,0,0,0,Pass,Lower Than A Level,N,F,35-55,East Anglian Region
75427,DDD,2014J,58.25,233,4,-2.0,75.0,1,0,0,1,Fail,Lower Than A Level,N,M,0-35,East Midlands Region
75454,CCC,2014B,125.0,500,4,2.0,70.0,1,1,1,0,Pass,A Level or Equivalent,N,M,0-35,South West Region
75728,CCC,2014B,80.0,320,4,2.0,70.0,1,1,0,1,Fail,HE Qualification,N,F,35-55,South West Region
76081,DDD,2014B,84.0,336,4,-1.0,61.0,1,0,0,1,Withdrawn,Lower Than A Level,Y,F,0-35,East Midlands Region
76081,DDD,2014J,15.333333333333334,46,3,-21.0,61.0,1,0,0,0,Pass,Lower Than A Level,Y,F,0-35,East Midlands Region
76536,DDD,2013B,6.5,13,2,-24.0,77.0,1,0,0,1,Fail,Lower Than A Level,N,F,0-35,West Midlands Region
76579,EEE,2013J,62.75,251,4,,,0,0,0,1,Withdrawn,HE Qualification,N,F,0-35,Yorkshire Region
76579,EEE,2014J,2.75,11,4,,,0,0,0,0,Pass,HE Qualification,N,F,0-35,Yorkshire Region
76949,CCC,2014J,77.0,308,4,3.0,89.0,1,1,0,0,Pass,HE Qualification,N,M,35-55,London Region
77241,DDD,2013J,21.75,87,4,0.0,61.0,1,0,0,1,Withdrawn,Lower Than A Level,N,M,35-55,West Midlands Region
77367,AAA,2013J,54.5,218,4,-1.0,73.0,1,0,0,0,Pass,A Level or Equivalent,N,M,0-35,East Midlands Region
77692,FFF,2014J,300.0,600,2,0.0,96.0,1,0,1,0,Pass,HE Qualification,N,M,35-55,Wales
77744,FFF,2013J,85.25,341,4,-1.0,86.0,1,0,0,0,Pass,A Level or Equivalent,N,M,0-35,North Western Region
77746,FFF,2013J,7.0,7,1,,,0,0,0,1,Fail,A Level or Equivalent,N,M,0-35,Wales
77763,DDD,2013B,50.5,202,4,2.0,83.0,1,1,0,0,Pass,HE Qualification,N,M,35-55,East Anglian Region
77845,FFF,2014B,39.0,117,3,0.0,66.0,1,0,0,1,Fail,A Level or Equivalent,N,M,0-35,East Midlands Region
77995,FFF,2014J,25.75,103,4,-1.0,68.0,1,0,0,0,Pass,A Level or Equivalent,N,M,0-35,East Midlands Region
77998,FFF,2013B,27.333333333333332,82,3,0.0,76.0,1,0,0,1,Withdrawn,Lower Than A Level,N,M,35-55,Ireland
77998,FFF,2014B,8.0,8,1,-25.0,76.0,1,0,0,0,Pass,Lower Than A Level,N,M,35-55,Ireland
78170,DDD,2013J,197.75,791,4,-1.0,91.0,1,0,1,1,Fail,Lower Than A Level,N,F,0-35,West Midlands Region
78255,BBB,2013J,19.5,78,4,-2.0,76.0,1,0,0,1,Withdrawn,Lower Than A Level,N,F,0-35,North Region
78255,BBB,2014B,3.5,7,2,-13.0,76.0,1,0,0,1,Fail,Lower Than A Level,N,F,0-35,North Region
78645,BBB,2013B,36.5,146,4,-2.0,75.0,1,0,0,1,Fail,Lower Than A Level,N,F,0-35,East Anglian Region
79261,FFF,2013J,61.0,244,4,-1.0,82.0,1,0,0,0,Pass,A Level or Equivalent,N,M,0-35,South Region
79403,AAA,2014J,40.25,161,4,3.0,72.0,1,1,0,1,Withdrawn,Lower Than A Level,N,M,35-55,South Region
79461,CCC,2014B,41.333333333333336,124,3,2.0,40.0,1,1,0,1,Withdrawn,A Level or Equivalent,N,M,0-35,Scotland
79610,FFF,2014J,132.0,396,3,-2.0,96.0,1,0,1,0,Pass,A Level or Equivalent,N,M,0-35,West Midlands Region
79683,FFF,2014B,56.25,225,4,0.0,66.0,1,0,0,1,Withdrawn,A Level or Equivalent,Y,M,0-35,Wales
80329,CCC,2014B,26.75,107,4,2.0,60.0,1,1,0,1,Withdrawn,Lower Than A Level,N,M,0-35,South Region
80329,CCC,2014J,12.25,49,4,,,0,0,0,0,Pass,Lower Than A Level,N,M,0-35,South Region
80329,DDD,2013J,25.0,100,4,0.0,73.0,1,0,0,1,Withdrawn,Lower Than A Level,N,M,0-35,South Region
80329,DDD,2014J,46.5,186,4,0.0,85.0,1,0,0,0,Pass,Lower Than A Level,N,M,0-35,South Region
80358,EEE,2014J,62.25,249,4,,,0,0,0,0,Pass,Lower Than A Level,N,M,0-35,Scotland
80438,FFF,2014J,216.0,864,4,-4.0,96.0,1,0,1,0,Pass,A Level or Equivalent,N,M,0-35,East Midlands Region
80491,CCC,2014J,35.75,143,4,3.0,78.0,1,1,0,1,Withdrawn,Lower Than A Level,N,M,35-55,Scotland
80717,BBB,2013J,67.75,271,4,-4.0,85.0,1,0,0,0,Distinction,Lower Than A Level,N,F,35-55,South West Region
80745,FFF,2013B,87.25,349,4,0.0,92.0,1,0,0,0,Pass,A Level or Equivalent,Y,F,0-35,East Midlands Region
80775,DDD,2014J,37.0,148,4,-3.0,65.0,1,0,0,0,Pass,A Level or Equivalent,N,M,35-55,Wales
80868,CCC,2014J,575.25,2301,4,3.0,44.0,1,1,1,0,Pass,Lower Than A Level,N,M,0-35,South West Region
80868,DDD,2013J,69.5,278,4,0.0,57.0,1,0,0,0,Pass,Lower Than A Level,N,M,0-35,South West Region
80886,FFF,2013B,166.33333333333334,499,3,0.0,92.0,1,0,1,1,Withdrawn,Lower Than A Level,N,M,35-55,North Western Region
81351,DDD,2013B,73.33333333333333,220,3,2.0,80.0,1,1,0,1,Fail,HE Qualification,Y,M,35-55,Scotland
81536,FFF,2013J,66.75,267,4,0.0,64.0,1,0,0,1,Fail,Lower Than A Level,N,M,35-55,Scotland
81754,GGG,2014B,26.75,107,4,,,0,0,0,1,Withdrawn,A Level or Equivalent,N,F,0-35,North Western Region
82088,DDD,2013J,97.5,390,4,-1.0,87.0,1,0,0,1,Fail,HE Qualification,N,F,35-55,East Midlands Region
82201,FFF,2014B,138.5,277,2,7.0,68.0,1,1,0,1,Withdrawn,Lower Than A Level,N,F,0-35,London Region
82201,FFF,2014J,2.0,2,1,-25.0,68.0,1,0,0,1,Fail,Lower Than A Level,N,F,0-35,London Region
82341,GGG,2013J,18.0,18,1,,,0,0,0,0,Distinction,Lower Than A Level,Y,F,0-35,South East Region
82535,BBB,2013B,21.5,86,4,-1.0,73.0,1,0,0,0,Pass,Lower Than A Level,N,F,0-35,Wales
82556,FFF,2013B,152.0,608,4,-4.0,72.0,1,0,1,1,Fail,Lower Than A Level,N,M,0-35,Ireland
82575,CCC,2014B,44.0,132,3,2.0,80.0,1,1,0,0,Distinction,HE Qualification,N,M,0-35,West Midlands Region
82741,BBB,2013B,38.0,152,4,-4.0,68.0,1,0,0,0,Pass,Lower Than A Level,N,F,0-35,East Anglian Region
82817,FFF,2013B,57.0,171,3,0.0,88.0,1,0,0,0,Pass,HE Qualification,N,F,35-55,London Region
83219,CCC,2014B,110.5,442,4,2.0,60.0,1,1,0,0,Pass,A Level or Equivalent,N,F,0-35,West Midlands Region
83219,EEE,2014B,121.0,484,4,,,0,0,1,0,Pass,A Level or Equivalent,N,F,0-35,West Midlands Region
83254,BBB,2013B,27.25,109,4,6.0,77.0,1,1,0,0,Pass,HE Qualification,N,F,35-55,London Region
83453,CCC,2014B,53.0,106,2,2.0,30.0,1,1,0,1,Withdrawn,HE Qualification,N,M,35-55,West Midlands Region
83553,DDD,2014J,67.0,201,3,4.0,50.0,1,1,0,1,Fail,Lower Than A Level,N,M,0-35,West Midlands Region
83603,FFF,2014B,71.0,284,4,0.0,84.0,1,0,0,0,Pass,A Level or Equivalent,N,M,35-55,London Region
84051,FFF,2013B,9.666666666666666,29,3,0.0,96.0,1,0,0,1,Fail,A Level or Equivalent,N,M,0-35,Wales
84245,BBB,2013B,57.0,228,4,-23.0,82.0,1,0,0,0,Distinction,A Level or Equivalent,N,M,0-35,Wales
